time,pos_error
4.0531158447265625e-06,0.2984995758536268
0.03316450119018555,0.2973833736738299
0.06640028953552246,0.2919834009155016
0.09994173049926758,0.2870753528423129
0.13338780403137207,0.28130392701995
0.16649484634399414,0.27588453758860815
0.19986987113952637,0.26944291400555087
0.2335517406463623,0.26338774149767424
0.26680541038513184,0.2601496376932613
0.30010557174682617,0.25070910837974186
0.33349108695983887,0.24415131798059503
0.3667278289794922,0.23807193706985197
0.39986467361450195,0.23113880879533594
0.43364739418029785,0.22521095307857875
0.4671487808227539,0.21843120030142046
0.5001246929168701,0.21235040371322508
0.5334064960479736,0.20584620633822745
0.5666375160217285,0.19985015928004274
0.6001598834991455,0.1933016406340494
0.6335279941558838,0.18731511101522574
0.6664717197418213,0.18073146329965048
0.6998114585876465,0.17503910664995104
0.7332665920257568,0.16814383116755
0.766528844833374,0.16531520274567926
0.800011157989502,0.15554680877139512
0.8334944248199463,0.1495249912974328
0.8664062023162842,0.14302076797080215
0.8998827934265137,0.13706763557617824
0.9335403442382812,0.13358419810662284
0.9667260646820068,0.12752137880110515
1.000006914138794,0.11791422955581869
1.0333971977233887,0.11202980093872127
1.0665390491485596,0.10567252361921403
1.1000158786773682,0.09951505803664994
1.1334221363067627,0.09615449467021968
1.1664772033691406,0.08699915723478276
1.2001333236694336,0.08055849308103011
1.2331199645996094,0.07772178630497806
1.266287088394165,0.07116575288323122
1.299804449081421,0.06219969242872671
1.333216667175293,0.05612056912316049
1.3665046691894531,0.05022071440773786
1.399911642074585,0.044225327302493476
1.433471441268921,0.03847131109021691
1.4668707847595215,0.035382686547989706
1.5000274181365967,0.027740140957845136
1.533527135848999,0.023117779767577618
1.5667064189910889,0.0196967760798906
1.5999698638916016,0.0180212085792762
1.6334693431854248,0.0178564037399258
1.6663703918457031,0.02080278028550654
1.7000861167907715,-0.024080146582196666
1.7335827350616455,-0.029138734341693034
1.7665703296661377,-0.033923577764603814
1.8002092838287354,-0.0367836172000365
1.8332359790802002,-0.04513473283811407
1.8662610054016113,-0.05178861695558726
1.900170087814331,-0.05741464183999636
1.9335660934448242,-0.06340570845528617
1.9668974876403809,-0.06621302443296267
2.0000667572021484,-0.07584864984258467
2.033362865447998,-0.07848394819842854
2.0668201446533203,-0.08512413371629189
2.100186586380005,-0.09438419631485324
2.133531093597412,-0.09754988505176009
2.166811943054199,-0.1036735370269349
2.200073480606079,-0.11318141967277866
2.233506441116333,-0.11949380516614569
2.26647686958313,-0.1255647191791973
2.3000898361206055,-0.13188896057567706
2.333461046218872,-0.13809726103964945
2.3668529987335205,-0.14457327014301657
2.4000723361968994,-0.15090690696925466
2.433333396911621,-0.15735566229726702
2.46659779548645,-0.1603989555216734
2.4999263286590576,-0.1700776169197624
2.5333032608032227,-0.17632071968127278
2.5665392875671387,-0.18275119833810896
2.6003265380859375,-0.18907579571651978
2.6334991455078125,-0.1954084555004831
2.6669294834136963,-0.20145211393754295
2.6999995708465576,-0.20457289629292094
2.733518600463867,-0.2142280559747392
2.7666871547698975,-0.22036307373996752
2.8002192974090576,-0.22565754720693304
2.8335421085357666,-0.22935984572962262
2.866560220718384,-0.23151439506660298
2.8997936248779297,-0.23105185792953287
2.933530569076538,-0.22949487919601172
2.966611623764038,-0.22598819732622272
3.000203847885132,-0.22207079314598321
3.033299207687378,-0.217019854037373
3.0667362213134766,-0.21374028996201158
3.100006341934204,-0.20849826076517056
3.1334033012390137,-0.19864288719561313
3.1663613319396973,-0.19312548593275453
3.200035810470581,-0.18560865985162003
3.2333548069000244,-0.18052969555337373
3.2663724422454834,-0.17274852136797011
3.2999820709228516,-0.1698484101153171
3.333440065383911,-0.15995514740672642
3.3666043281555176,-0.15421489639520422
3.400068998336792,-0.14691158585674133
3.4335062503814697,-0.14127296829120023
3.4669671058654785,-0.133737913559051
3.49990177154541,-0.12824990422809768
3.533541202545166,-0.12088655217562326
3.5667314529418945,-0.11835611259498797
3.600023031234741,-0.10813193640824974
3.633225202560425,-0.10294648112237235
3.667362689971924,-0.09507339332904205
3.6999521255493164,-0.0897078260239315
3.7333171367645264,-0.08625127193407653
3.766814947128296,-0.07723544013579477
3.7999448776245117,-0.06998659515942753
3.833575963973999,-0.0674075527728848
3.8664214611053467,-0.05768465368083938
3.9001364707946777,-0.052666950203565724
3.933120012283325,-0.04580250357623626
3.966463804244995,-0.04113833750028984
4.000188827514648,-0.034741522138382976
4.03352427482605,-0.030498218060764054
4.066450595855713,-0.025394104484617992
4.0999720096588135,0.022381977112819126
4.13358473777771,0.020428356515914604
4.1665356159210205,0.020621305576070954
4.200003385543823,0.02181787652471223
4.233561992645264,0.02354055566499561
4.266552448272705,0.02665643276919686
4.300057888031006,0.030537599050922192
4.333677530288696,0.03223367502916604
4.366600275039673,0.039995571476400926
4.400272846221924,0.0442404467734469
4.433373212814331,0.04981928558324175
4.466763019561768,0.05220851615782454
4.500180244445801,0.056932038929032314
4.53350305557251,0.05923610014125179
4.566561698913574,0.06288470558001802
4.6001975536346436,0.06459364375766512
4.633382320404053,0.06530678525974583
4.666489839553833,0.06563391726520615
4.700031757354736,0.06559897543581626
4.7335569858551025,0.06556544223459497
4.766298055648804,0.0650038305728647
4.800075531005859,0.06410634986113131
4.833522319793701,0.06350211888516277
4.866586923599243,0.06165917998143485
4.89998722076416,0.05805286576918863
4.933563232421875,0.05539986703730919
4.966325044631958,0.053246827609902625
5.000194787979126,0.050520669114765424
5.033572196960449,0.04746637642570949
5.067260503768921,0.04430447984980725
5.100075721740723,0.04172689576892744
5.133526563644409,0.03927414178016892
5.16662859916687,0.03788390170784738
5.20013427734375,0.033314609268548616
5.233362197875977,0.03200762097783051
5.2665793895721436,0.03021498022288982
5.300031661987305,0.026703378902692882
5.333484888076782,0.025696916414207144
5.367206335067749,0.023181621177269237
5.400222301483154,0.021833481607893595
5.433523654937744,0.02104608063384544
5.466726303100586,0.02044556286864071
5.50023078918457,0.02010768744066106
5.533585548400879,0.0204846490274568
5.566774845123291,0.02084667905814293
5.600066900253296,0.022613590449636407
5.633635520935059,-0.02345364339037232
5.666843891143799,-0.02606837358039896
5.700043678283691,-0.028470277261905975
5.733417510986328,-0.028488436362288472
5.766668319702148,-0.02835585176746718
5.799978494644165,-0.027260497451938016
5.833192586898804,-0.026520377149509777
5.8668107986450195,-0.025998701743151116
5.900257587432861,-0.024311026818418433
5.933419704437256,-0.023542598681131885
5.966739892959595,0.023207691132418117
6.000234365463257,0.021688482412886893
6.033679246902466,0.021322711224373646
6.066617250442505,0.021670401967295222
6.100099325180054,0.022222631417462092
6.133385181427002,0.022569934577799714
6.1666176319122314,-0.02354905322216099
6.200093746185303,-0.025212583442149755
6.233586311340332,-0.026690744217203848
6.266897916793823,-0.026628648456364826
6.299764394760132,-0.025667761463537275
